@relation VBTestReal
@attribute m_x numeric
@attribute sd_x numeric
@attribute m_y numeric
@attribute sd_y numeric
@attribute m_z numeric
@attribute sd_z numeric
@attribute label {jumping, spiking,setting,recieving,moving}
@data
-182.92223,385.75195,255.2,429.506,85.333336,247.7583,recieving
-173.08333,433.15866,326.61667,632.881,134.12222,266.15796,recieving
-144.28334,329.04517,346.42776,589.7738,102.21667,209.87227,recieving
-167.0,476.23502,290.27222,547.56866,69.47222,264.28436,recieving
-223.25,460.8487,372.0778,713.97107,158.22778,296.8167,recieving
-156.54445,370.9017,347.83334,622.957,134.31667,289.7801,recieving
-174.33888,399.91293,369.86667,689.0877,137.30556,275.21774,recieving
31.955555,194.7754,530.31665,787.5525,-13.683333,104.93816,moving
-285.33334,431.42258,284.89444,415.0617,-24.555555,134.77303,moving
-175.2111,277.24045,431.34445,631.89844,159.98889,238.07521,moving
92.46667,173.91093,522.9056,777.02234,-95.73889,176.05362,moving
66.405556,146.94276,511.5111,743.30914,5.116667,104.010284,moving
131.58888,209.3753,514.9889,732.7305,-1.0722222,168.32724,moving
78.85555,165.32666,524.55554,761.55426,-0.41111112,53.3682,moving
105.97222,213.87073,512.65,760.7672,-98.48889,205.7574,moving
58.56111,232.53625,543.82776,897.1815,-73.68889,266.5699,moving
53.33889,121.69025,531.1055,785.6212,46.994446,88.80256,moving

